timestamp,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt,bytes_acked,state,packets_out,ca_name,retrans_out,total_retrans,sndbuf,retransmissions,duplicate_acks
1783709459,127.0.0.1,51592,127.0.0.1,18093,7,7,119033,3778175,1,0,cubic,0,28,2626560,0,0
1783709459,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,361238,1274645,1,1,cubic,0,4,2626560,0,0
1783709459,127.0.0.1,51592,127.0.0.1,13997,1,2,236480,32925467,1,2,cubic,0,21,4194304,1,0
1783709459,127.0.0.1,51592,127.0.0.1,18093,7,7,119033,3778175,1,1,cubic,0,28,2626560,0,0
1783709459,127.0.0.1,18093,127.0.0.1,51592,1,2,105769,9387075,1,2,cubic,1,15,2626560,1,0
1783709459,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,361238,1274645,1,1,cubic,0,5,2626560,0,0
1783709460,127.0.0.1,51592,127.0.0.1,13997,1,2,236480,32925467,1,3,cubic,0,21,4194304,1,0
1783709460,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,361238,1274645,1,1,cubic,0,5,2626560,0,0
1783709460,127.0.0.1,51592,127.0.0.1,13997,4,4,332094,32925677,1,3,cubic,0,21,4194304,0,0
1783709460,127.0.0.1,51592,127.0.0.1,18093,1,4,119033,3778175,1,2,cubic,0,28,2626560,1,0
1783709460,127.0.0.1,18093,127.0.0.1,51592,2,2,218173,9387226,1,1,cubic,0,15,2626560,0,0
1783709460,127.0.0.1,51592,127.0.0.1,18093,1,4,119033,3778175,1,2,cubic,0,28,2626560,1,0
1783709460,127.0.0.1,51592,127.0.0.1,13997,4,4,332094,32925677,1,3,cubic,0,21,4194304,0,0
1783709460,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,441584,1274689,1,1,cubic,0,5,2626560,0,0
1783709460,127.0.0.1,51592,127.0.0.1,13997,4,4,415700,32925692,1,2,cubic,0,21,4194304,0,0
1783709460,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,441584,1274689,1,1,cubic,0,5,2626560,0,0
1783709460,127.0.0.1,18093,127.0.0.1,51592,3,2,316469,9387446,1,1,cubic,0,15,2626560,0,0
1783709460,127.0.0.1,51592,127.0.0.1,18093,7,7,229337,3778249,1,1,cubic,0,28,2626560,0,0
1783709461,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,441584,1274689,1,1,cubic,0,5,2626560,0,0
1783709461,127.0.0.1,51592,127.0.0.1,13997,4,4,488801,32925716,1,1,cubic,0,21,4194304,0,0
1783709461,127.0.0.1,18093,127.0.0.1,51592,3,2,316469,9387446,1,2,cubic,0,15,2626560,0,0
1783709461,127.0.0.1,18093,127.0.0.1,51592,3,2,402031,9387691,1,1,cubic,0,15,2626560,0,0
1783709461,127.0.0.1,51592,127.0.0.1,18093,7,7,325802,3778323,1,2,cubic,0,28,2626560,0,0
1783709461,127.0.0.1,51592,127.0.0.1,18093,7,7,325802,3778323,1,6,cubic,0,28,2626560,0,0
