timestamp,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt,bytes_acked,state,packets_out,ca_name,retrans_out,total_retrans,sndbuf,retransmissions,duplicate_acks
1783709421,127.0.0.1,51592,127.0.0.1,18093,5,3,100981,3704757,1,0,cubic,0,27,2626560,0,0
1783709421,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709421,127.0.0.1,18093,127.0.0.1,51592,2,2,63943,9327822,1,2,cubic,0,14,2626560,0,0
1783709421,127.0.0.1,18093,127.0.0.1,51592,2,2,106178,9328079,1,1,cubic,0,14,2626560,0,0
1783709422,127.0.0.1,51592,127.0.0.1,18093,5,3,100981,3704757,1,1,cubic,0,27,2626560,0,0
1783709422,127.0.0.1,51592,127.0.0.1,13997,4,4,139279,32902615,1,1,cubic,0,20,4194304,0,0
1783709422,127.0.0.1,51592,127.0.0.1,18093,5,3,100981,3704757,1,2,cubic,0,27,2626560,0,0
1783709422,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709422,127.0.0.1,18093,127.0.0.1,51592,2,2,106178,9328079,1,1,cubic,0,14,2626560,0,0
1783709422,127.0.0.1,51592,127.0.0.1,13997,4,4,171994,32902825,1,0,cubic,0,20,4194304,0,0
1783709422,127.0.0.1,51592,127.0.0.1,18093,5,3,143966,3704867,1,1,cubic,0,27,2626560,0,0
1783709422,127.0.0.1,18093,127.0.0.1,51592,2,2,143209,9328178,1,1,cubic,0,14,2626560,0,0
1783709422,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709422,127.0.0.1,51592,127.0.0.1,18093,5,3,176137,3704905,1,1,cubic,0,27,2626560,0,0
1783709422,127.0.0.1,51592,127.0.0.1,13997,4,4,171994,32902825,1,1,cubic,0,20,4194304,0,0
1783709423,127.0.0.1,51592,127.0.0.1,18093,5,3,209418,3704979,1,0,cubic,0,27,2626560,0,0
1783709423,127.0.0.1,18093,127.0.0.1,51592,2,2,175773,9328480,1,1,cubic,0,14,2626560,0,0
1783709423,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,400901,1,1,1,cubic,0,0,2626560,0,0
1783709423,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,400942,38,1,0,cubic,0,0,2626560,0,0
1783709423,127.0.0.1,51592,127.0.0.1,18093,5,3,209418,3704979,1,1,cubic,0,27,2626560,0,0
1783709423,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709423,127.0.0.1,51592,127.0.0.1,13997,4,4,200718,32902949,1,1,cubic,0,20,4194304,0,0
1783709423,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,400942,38,1,1,cubic,0,0,2626560,0,0
1783709423,127.0.0.1,51592,127.0.0.1,18093,5,3,233490,3705053,1,1,cubic,0,27,2626560,0,0
1783709423,127.0.0.1,18093,127.0.0.1,51592,2,2,204252,9328755,1,1,cubic,0,14,2626560,0,0
1783709424,127.0.0.1,18093,127.0.0.1,51592,2,2,204252,9328755,1,1,cubic,0,14,2626560,0,0
1783709424,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,406396,42,1,1,cubic,0,0,2626560,0,0
1783709424,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,405697,163,1,0,cubic,0,0,2626560,0,0
1783709424,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,18093,5,3,233490,3705053,1,2,cubic,0,27,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,18093,5,3,254426,3705068,1,1,cubic,0,27,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,18093,5,3,272673,3705142,1,0,cubic,0,27,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,13997,4,4,225755,32903033,1,1,cubic,0,20,4194304,0,0
1783709424,127.0.0.1,18093,127.0.0.1,51592,2,2,229203,9328950,1,1,cubic,0,14,2626560,0,0
1783709424,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,18093,5,3,272673,3705142,1,0,cubic,0,27,2626560,0,0
1783709424,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,0,cubic,0,3,2626560,0,0
1783709424,127.0.0.1,51592,127.0.0.1,13997,4,4,247653,32903126,1,3,cubic,0,20,4194304,0,0
1783709424,127.0.0.1,18093,127.0.0.1,51592,2,2,255925,9328969,1,1,cubic,0,14,2626560,0,0
1783709424,127.0.0.1,18093,127.0.0.1,51592,2,2,273989,9329186,1,1,cubic,0,14,2626560,0,0
1783709424,127.0.0.1,27851,127.0.0.1,20756,10,2147483647,401199,1,1,1,cubic,0,0,2626560,0,0
1783709424,127.0.0.1,42129,127.0.0.1,20756,10,2147483647,405697,163,1,0,cubic,0,0,2626560,0,0
1783709424,127.0.0.1,13997,127.0.0.1,51592,10,2147483647,153401,1265275,1,1,cubic,0,3,2626560,0,0
